platform,status,area,key,english,indonesian
"web","new","web:settings","settings.sync","Sync","Sinkronkan"
"web","new","web:settings","settings.syncFailed","Sync failed","Sinkronisasi gagal"
"web","new","web:settings","settings.syncNow","Sync now","Sinkronkan sekarang"
"web","new","web:settings","settings.synced","Synced","Tersinkron"
"web","new","web:settings","settings.system","System","Sistem"
"web","new","web:settings","settings.systemUserAccessToken","System User Access Token","System User Access Token"
"web","new","web:settings","settings.teamMembers","Team members","Anggota tim"
"web","new","web:settings","settings.templateDeleted","Template deleted","Template dihapus"
"web","new","web:settings","settings.templateLibrary","Template Library","Pustaka Template"
"web","new","web:settings","settings.temporaryPassword","Temporary password","Kata sandi sementara"
"web","new","web:settings","settings.test","Test","Uji"
"web","new","web:settings","settings.testing","Testing","Pengujian"
"web","new","web:settings","settings.text","Text","Teks"
"web","new","web:settings","settings.textMediaAndCustomizableButtons","Text, media and customizable buttons.","Teks, media, dan tombol yang bisa disesuaikan."
"web","new","web:settings","settings.theChannelIsLiveAnd","The channel is live and ready to send and receive messages.","Saluran aktif dan siap mengirim serta menerima pesan."
"web","new","web:settings","settings.theFieldKey","The field key","Kunci kolom"
"web","new","web:settings","settings.theHondaBrio","the Honda Brio",""
"web","new","web:settings","settings.theTextInsertedWhenThe","The text inserted when the shortcut is used","Teks yang disisipkan saat pintasan digunakan"
"web","new","web:settings","settings.thisBusinessUsesASecure","This business uses a secure service from Meta to manage this chat. Tap to learn more","Bisnis ini menggunakan layanan aman dari Meta untuk mengelola chat ini. Ketuk untuk selengkapnya"
"web","new","web:settings","settings.thisLooksLikeAScanned","This looks like a scanned PDF (no readable text). Use a text PDF or a CSV.","Ini terlihat seperti PDF hasil pindai (tidak ada teks terbaca). Gunakan PDF teks atau CSV."
"web","new","web:settings","settings.thursday","Thursday","Kamis"
"web","new","web:settings","settings.tiktok","TikTok","TikTok"
"web","new","web:settings","settings.tiktokLeadGen","TikTok Lead Gen","TikTok Lead Gen"
"web","new","web:settings","settings.title","Title","Judul"
"web","new","web:settings","settings.topics","Topics","Topik"
"web","new","web:settings","settings.trackOrder","Track order","Lacak pesanan"
"web","new","web:settings","settings.travelHospitality","Travel & Hospitality","Perjalanan & Perhotelan"
"web","new","web:settings","settings.tryADifferentSearchOr","Try a different search or filter.","Coba pencarian atau filter lain."
"web","new","web:settings","settings.tuesday","Tuesday","Selasa"
"web","new","web:settings","settings.typedFieldStoredOnEvery","Typed field stored on every contact.","Kolom bertipe yang disimpan di setiap kontak."
"web","new","web:settings","settings.untitledForm","Untitled form","Formulir tanpa judul"
"web","new","web:settings","settings.upTo10ImageButton","Up to 10 image/button cards in one message.","Hingga 10 kartu gambar/tombol dalam satu pesan."
"web","new","web:settings","settings.updatePassword","Update password","Perbarui kata sandi"
"web","new","web:settings","settings.updatePayment","Update payment","Perbarui pembayaran"
"web","new","web:settings","settings.updateThisTeamMemberS","Update this team member's details.","Perbarui detail anggota tim ini."
"web","new","web:settings","settings.uploadEitherAnImageOr","Upload either an image or video.","Unggah gambar atau video."
"web","new","web:settings","settings.uploaded","Uploaded","Terunggah"
"web","new","web:settings","settings.useABlankTemplate","Use a blank template","Gunakan template kosong"
"web","new","web:settings","settings.used","Used","Terpakai"
"web","new","web:settings","settings.usedForThePageMeta","Used for the page meta/description tag","Dipakai untuk tag meta/deskripsi halaman"
"web","new","web:settings","settings.user","User","Pengguna"
"web","new","web:settings","settings.userActivity","User Activity","Aktivitas Pengguna"
"web","new","web:settings","settings.userNotFound","User not found","Pengguna tidak ditemukan"
"web","new","web:settings","settings.userRemoved","User removed","Pengguna dihapus"
"web","new","web:settings","settings.users","Users","Pengguna"
"web","new","web:settings","settings.utc","UTC",""
"web","new","web:settings","settings.utility","UTILITY",""
"web","new","web:settings","settings.variant","Variant","Varian"
"web","new","web:settings","settings.verificationLinkSentTo","Verification link sent to","Tautan verifikasi dikirim ke"
"web","new","web:settings","settings.verifikasiAkun","Verifikasi akun","Verifikasi akun"
"web","new","web:settings","settings.verify","Verify","Verifikasi"
"web","new","web:settings","settings.verifyAccount","Verify account","Verifikasi akun"
"web","new","web:settings","settings.viber","Viber","Viber"
"web","new","web:settings","settings.view","View","Lihat"
"web","new","web:settings","settings.viewActivity","View activity","Lihat aktivitas"
"web","new","web:settings","settings.viewAllConversations","View All Conversations","Lihat Semua Percakapan"
"web","new","web:settings","settings.viewAnalytics","View Analytics","Lihat Analitik"
"web","new","web:settings","settings.viewAutomationRules","View Automation Rules","Lihat Aturan Otomasi"
"web","new","web:settings","settings.viewBroadcasts","View Broadcasts","Lihat Broadcast"
"web","new","web:settings","settings.viewContacts","View Contacts","Lihat Kontak"
"web","new","web:settings","settings.viewDashboard","View Dashboard","Lihat Dashboard"
"web","new","web:settings","settings.viewInvoice","View invoice","Lihat faktur"
"web","new","web:settings","settings.viewProduct","View product","Lihat produk"
"web","new","web:settings","settings.viewSettings","View Settings","Lihat Pengaturan"
"web","new","web:settings","settings.viewTeamConversations","View Team Conversations","Lihat Percakapan Tim"
"web","new","web:settings","settings.visitUrl","Visit URL","Kunjungi URL"
"web","new","web:settings","settings.wabaId","WABA ID","WABA ID"
"web","new","web:settings","settings.weWillEmailAVerification","We will email a verification link to the new address. The change applies only after you confirm it.","Kami akan mengirim tautan verifikasi ke alamat baru. Perubahan berlaku hanya setelah Anda mengonfirmasinya."
"web","new","web:settings","settings.webApiSources","Web API sources","Sumber Web API"
"web","new","web:settings","settings.webSources","Web sources","Sumber web"
"web","new","web:settings","settings.wednesday","Wednesday","Rabu"
"web","new","web:settings","settings.welcome10","WELCOME10",""
"web","new","web:settings","settings.whatsappBusiness","WhatsApp Business","WhatsApp Business"
"web","new","web:settings","settings.whatsappBusinessAccountId","WhatsApp Business Account ID","ID Akun WhatsApp Business"
"web","new","web:settings","settings.whatsappCalling","WhatsApp calling","Panggilan WhatsApp"
"web","new","web:settings","settings.whatsappFormattingBoldItalicStrike","WhatsApp formatting: *bold*, _italic_, ~strike~","Format WhatsApp: *tebal*, _miring_, ~coret~"
"web","new","web:settings","settings.when","When","Kapan"
"web","new","web:settings","settings.whichConnectedNumberThisForm","Which connected number this form publishes and sends from.","Nomor terhubung mana yang memublikasikan dan mengirim formulir ini."
"web","new","web:settings","settings.within5Min","Within 5 min","Dalam 5 menit"
"web","new","web:settings","settings.workingHours","Working hours","Jam kerja"
"web","new","web:settings","settings.youCanChangeTheseAnytime","You can change these anytime from the account's Edit dialog.","Anda bisa mengubah ini kapan saja dari dialog Edit akun."
"web","new","web:settings","settings.youDoNotHavePlatform","You do not have platform access.","Anda tidak punya akses platform."
"web","new","web:settings","settings.youWillSignInWith","You will sign in with Facebook and pick (or create) a WhatsApp Business number. We finish the setup automatically: subscribe the app, register the number and connect the channel.","Anda akan masuk dengan Facebook dan memilih (atau membuat) nomor WhatsApp Business. Kami menyelesaikan penyiapan otomatis: mendaftarkan aplikasi, mendaftarkan nomor, dan menghubungkan saluran."
"web","new","web:settings","settings.yourBooking","your booking","booking Anda"
"web","new","web:settings","settings.yourCompanyName","Your company name","Nama perusahaan Anda"
"web","new","web:settings","settings.yourDetails","Your details","Detail Anda"
"web","new","web:settings","settings.yourInstallment","your installment","cicilan Anda"
"web","new","web:settings","settings.yourMessageBodyWillAppear","Your message body will appear here.","Isi pesan Anda akan muncul di sini."
"web","new","web:settings","settings.yourOrder","your order","pesanan Anda"
"web","new","web:settings","settings.yourPage","Your Page","Halaman Anda"
"web","new","web:settings","settings.yourRequest","your request","permintaan Anda"
"web","new","web:settings","settings.yyyyMmDd","YYYY/MM/DD",""
